sl,number in book,country,Title,text
205,5,Germany,RECOGNIZING RIGHTS IS NOT ENOUGH !!,We want 'Global North' cities to take responsibility for natural resource depletion and green gas emissions.
206,5,Germany,RECOGNIZING RIGHTS IS NOT ENOUGH !!,It is important to innovate and create new ways of collaborating and compensate territories with
207,5,Germany,RECOGNIZING RIGHTS IS NOT ENOUGH !!,natural resources that have been destroyed to fulfill economic ambitions.
208,5,Germany,RECOGNIZING RIGHTS IS NOT ENOUGH !!,"Practices such as tactical urbanism, the 15-minute city, and placemaking approaches are rational and practical alternatives to address urban development with a more conscious and less dramatic impact."
209,5,Germany,RECOGNIZING RIGHTS IS NOT ENOUGH !!,"These methodologies promote the optimization and flexibility of public spaces use, the diversification of transport systems, including the bicycle and pedestrians prioritization, the mix-use of services that reduce commuting time and improve livelihood in the cities."
210,5,Germany,RECOGNIZING RIGHTS IS NOT ENOUGH !!,"Most importantly, they aim to diminish CO2 emissions as a crucial factor for Climate Change mitigation."
211,5,Germany,RECOGNIZING RIGHTS IS NOT ENOUGH !!,"Aware that changes do not occur overnight, we believe that the collective efforts of now would enhance our near and long term futures and make 21st-century cities better places to live in! We expect governments to take our side."
212,5,Germany,RECOGNIZING RIGHTS IS NOT ENOUGH !!,"If not, we as citizens will always keep ourselves eager to fight for our rights."
213,6,Netherlands,Build back better,Build back better
214,6,Netherlands,Build back better,The 2020 pandemic is a tipping point that has strained justice in European cities on many levels.
215,6,Netherlands,Build back better,The current crisis reinforces prevailing disparities in our cities and has turned tables on what each of us perceives as ‘Just’.
216,6,Netherlands,Build back better,"However, this is not the time to wonder “could it get worse?” – it is our chance to build back better, start transforming our society and let go of outdated approaches to urban governance."
217,6,Netherlands,Build back better,The question is – what can you do to prepare for the challenges ahead?
218,6,Netherlands,Build back better,The future justice in and of our cities depends on the quality of decisions and actions that we take right now!
219,6,Netherlands,Build back better,Hold your representatives accountable and call with us for the following five points of action.
220,6,Netherlands,Build back better,I. A Just City should... Be affordable to live in for all!
221,6,Netherlands,Build back better,"We believe living in a city, a hub of amenities and opportunities for employment and self-development, should be accessible for all."
222,6,Netherlands,Build back better,"Therefore, it is important to provide affordable housing for everyone wishing to move or stay in the city, regardless of your socio-economic background."
223,6,Netherlands,Build back better,"To ensure equal access to urban amenities and boost social mobility, we believe there should be fair housing options available in the city."
224,6,Netherlands,Build back better,"The housing market dynamics in cities have shown a rapid increase of property and land value over the last years, which makes living in the city unattainable for many."
225,6,Netherlands,Build back better,"It is our representatives’ responsibility to regulate factors, such as gentrification and the effects"
226,6,Netherlands,Build back better,"of foreign investment, which impact cities’ affordability."
227,6,Netherlands,Build back better,The current COVID-19 crisis is the opportunity for us to change the way we look at housing and protect people’s rights to live in the city!
228,6,Netherlands,Build back better,II. A Just City should... Actively support local entrepreneurship!
229,6,Netherlands,Build back better,We believe that supporting local shops and businesses is key to a culturally sustainable urban development and regeneration.
230,6,Netherlands,Build back better,The COVID-19 pandemic and related lockdowns have demonstrated the vulnerabilities of small
231,6,Netherlands,Build back better,local businesses.
232,6,Netherlands,Build back better,We believe that a Just City should provide the rights to the production and consumption of local
233,6,Netherlands,Build back better,urban culture to its residents.
234,6,Netherlands,Build back better,Local entrepreneurship is paramount to inclusive economic innovation and the development of local skills and knowledge.
235,6,Netherlands,Build back better,It needs to be fostered through local policies that ensure fair competition in a globalized and digitized world.
236,6,Netherlands,Build back better,"To strengthen the resilience of local economies, we need to not only invest in places but also in the capacity-building of residents by fostering vital connections between local entrepreneurs"
237,6,Netherlands,Build back better,and industries.
238,6,Netherlands,Build back better,"This way, local products and ideas can enrich the cultural diversity of today’s globalized cities. Let’s do justice to local communities by giving them back the agency to shape their surroundings!"
239,6,Netherlands,Build back better,III. A Just City should... Have equity at the heart of its discussions!
240,6,Netherlands,Build back better,Equality was a favourite word of our representatives for a long time.
241,6,Netherlands,Build back better,"However, is equality what we need?"
242,6,Netherlands,Build back better,We are different and this requires us to be treated distinctly.
243,6,Netherlands,Build back better,Not putting sticks in each other's wheels but lifting up the people who from the start find themselves a couple steps behind.
244,6,Netherlands,Build back better,In a Just City people should be treated equitably.
245,6,Netherlands,Build back better,Many measures are not designed with equity in mind.
246,6,Netherlands,Build back better,These measures need to be adjusted to the needs of the people.
247,6,Netherlands,Build back better,"It is as essential to put up ramps to help physically disabled people to get places, as it is to invest more in education in places where parents do not have the means to help their children succeed."
